Codice Analisi,Descrizione,Colore provetta,Synlab si/no,U.M.,METODO,Regola,,Importo
1258,N-METILACETAMMIDE Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 15,40"
1257,N-METILACETAMMIDE Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 15,40"
6F17,Nocciola,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T4,Nocciolo (Corylus Avellana),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F256,Noce,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T10,Noce (Juglans Nigra),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F18,Noce Brasiliana,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F36,Noce di Cocco,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F201,Noce Pecan,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T22,Noce Pecan (Carya Illinoinensis),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
786,Normetanefrine urine 24 H,,,,,Area 'SPECIALISTICA',,"€ 18,35"
1385,NOROVIRUS RNA,,,,,Area 'SPECIALISTICA',,"€ 70,00"
6519,NSE (enolasi neuronale specifica),,,,,Area 'ANALISI',,"€ 20,86"
7980,NT-ProBNP,,,,,Area 'ANALISI',,"€ 42,70"
3000,Numero di dibucaina,,,,,Area 'ANALISI',,"€ 4,15"
IN10120,OCCHIO - ASPORTAZIONE GHIANDOLA LACRIMALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10121,OCCHIO - BIOPSIA BULBO OCULARE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,19"
IN10122,OCCHIO - BIOPSIA GHIANDOLA LACRIMALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 33,75"
IN10123,OCCHIO - BULBO OCULARE - ENUCLEAZIONE SEMPLICE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,20"
Codice Analisi,Descrizione,,,,,Regola,,Importo
IN10124,"OCCHIO - ESCISSIONE NEOFORMAZIONE GHIANDOLA
LACRIMALE",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10125,OCCHIO - EXENTERATIO ORBITAE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
5T224,Ole e1 olea europaea,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5T227,Ole e7 olea europaea,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5T240,Ole e9 olea europaea,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
6F223,Olive verdi,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T9,Olivo (Olea Europea),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T8,Olmo (Ulmus americana),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6301,Omocisteina,,,,,Area 'SPECIALISTICA',,"€ 23,59"
60126,OMOCISTEINA DNA (MUTAZIONE MTHFR) C677T+A1298C,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 98,28"
IN10323,ONCODEEP DNA+RNA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 3.500,00"
6T2,Ontano bianco (Alnus Incana),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1086,Oppiacei matrice pilifera,,,,,Area 'TOSSICOLOGIA',,"€ 141,96"
668,Oppiacei matrice urinaria,,,,,Area 'TOSSICOLOGIA',,"€ 13,10"
6355,Oppiacei test di conferma su urine,,,,,Area 'TOSSICOLOGIA',,"€ 120,12"
IN10314,OPTEST,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 150,00"
IN10315,OPTEST+ HPV,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 250,00"
6F283,Origano,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
815,ORNITINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8150,ORNITINA Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
6W20,Ortica comune (Urtica Dioica),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
70810,ORTO-CRESOLO Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 14,31"
7081,ORTO-CRESOLO Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 14,31"
6F6,Orzo,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7841,OSMOLALITA' SIERICA,,,,,Area 'ANALISI',,"€ 15,40"
7842,OSMOLALITA' URINARIA,,,,,Area 'ANALISI',,"€ 15,40"
6352,Ossalati urine 24H,,,,,Area 'SPECIALISTICA',,"€ 19,12"
6351,Ossalati urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 22,83"
6350,Ossalati urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 22,83"
IN10126,OSSO - ASPORTAZIONE DI NEOFORMAZIONE OSSO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10127,OSSO - BIOPSIA INCISIONALE OSSO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 79,55"
IN10128,OSSO - EMIMANDIBOLECTOMIA (CON LINFOADENECTOMIA),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10129,OSSO - RESEZIONE SEGMENTARIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10130,OSSO - TESTA FEMORALE ESCISSA PER ESECUZIONE PROTESI,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 126,48"
6411,Osteocalcina,,,,,Area 'ANALISI',,"€ 19,12"
6F290,Ostrica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10131,OVAIO - ANNESSIECTOMIA MONO/BILAT ALLARGATA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10132,OVAIO - BIOPSIA E/O RESEZIONE CUNEIFORME OVAIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 62,54"
IN10133,OVAIO - BIOPSIA OVARICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 81,67"
IN10135,"OVAIO - OVARIECTOMIA ALLARGATA (UTERO, OMENTO, LINFONODI)",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10134,OVAIO - OVARIECTOMIA BILATERALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10136,OVAIO - OVARIECTOMIA MONOLATERALE CON O SENZA SALPINGECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 86,88"
6F232,Ovoalbumina,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F233,Ovomucoide,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1387,OxiTest Femminile - Analisi Amministrativa,,,,,Area 'SPECIALISTICA',,"€ 281,20"
1388,OxiTest Maschile - Analisi Amministrativa,,,,,Area 'SPECIALISTICA',,"€ 281,20"
6514,P.S.A.,,,,,Area 'ANALISI',,"€ 11,25"
1181,P.S.A. Reflex,,,,,Area 'ANALISI',,"€ 16,93"
6G1,Paleino Odoroso (Anthoxanthum Odoratum),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6T406,Palma da dattero (Phoenix dactylifera),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10137,PANCREAS - AGOBIOPSIA PANCREAS,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10138,PANCREAS - CAUDECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10139,PANCREAS - DUODENO-CEFALOPANCREASECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10140,PANCREAS - RESEZIONE PARZIALE PANCREAS,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
1966,"Pannello 3 malattie genetiche (Fibrosi Cistica,SMA,beta",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 546,00"
1967,"talassemia)
Pannello 5 malattie genetiche (Fibrosi Cistica,SMA,Beta",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 873,60"
,"talassemia,X-fragile,DMD)",,,,,,,
1943,PANNELLO ANTICORPALE NUCLEOLARE,,,,,Area 'SPECIALISTICA',,"€ 100,46"
6331,PANNELLO ANTICORPALE POLIMIOSITI/DERMATOMIOSITI,,,,,Area 'SPECIALISTICA',,"€ 84,42"
1945,PANNELLO ANTICORPALE SCLERODERMIA,,,,,Area 'SPECIALISTICA',,"€ 160,52"
8573,PANNELLO CARDIOVASCOLARE  6 MUTAZIONI,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 135,20"
8544,Pannello cardiovascolare 12 mutazioni,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 136,50"
6324,Pannello Connettiviti,,,,,Area 'SPECIALISTICA',,"€ 123,73"
6332,PANNELLO EPATOPATIE AUTOIMMUNI,,,,,Area 'SPECIALISTICA',,"€ 44,99"
1944,PANNELLO EPATOPATIE AUTOIMMUNI 4 ANTIGENI,,,,,Area 'SPECIALISTICA',,"€ 67,70"
P4,PANNELLO EPITELI,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 47,17"
1285,PANNELLO GLIADINA NATIVA (GS),,,,,Area 'ANALISI',,"€ 24,68"
INALANTI,PANNELLO INALANTI,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 94,35"
6325,PANNELLO LES/SS (LUPUS ERITEMATOSO SISTEMICO)/(SINDROME DI SJÖGREN),,,,,Area 'SPECIALISTICA',,"€ 78,74"
6327,Pannello MCTD (Malattie del Tessuto Connettivo Miste),,,,,Area 'SPECIALISTICA',,"€ 50,67"
POLLINI,PANNELLO POLLINI,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 47,17"
STANDARD,PANNELLO STANDARD,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 82,56"
Codice Analisi,Descrizione,,,,,Regola,,Importo
6329,Pannello VASK (Vasculiti Autoimmuni),,,,,Area 'SPECIALISTICA',,"€ 56,24"
6F293,Papaya,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
8971,PAPP-A PER BITEST,,,,,Area 'SCREENING PRENATALE',,"€ 28,17"
6F218,Paprica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
5W211,Par j2 Parietaria judaica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
IN10141,PARAGANGLI - ASPORTAZIONE CHIRURGICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 78,20"
IN10142,"PARAGANGLI
PARAGANGLI - ASPORTAZIONE PER PATOLOGIA",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
,NEOPLASTICA,,,,,,,
8968,Parassita malarico ricerca antigenica,,,,,Area 'MICROBIOLOGIA',,"€ 89,33"
030,Parassita Malarico ricerca microscopica,,,,,Area 'MICROBIOLOGIA',,"€ 10,60"
IN10145,PARATIROIDE - PARATIROIDECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 68,17"
641,Paratormone (PTH),,,,,Area 'ANALISI',,"€ 19,12"
6W21,Parietaria Judaica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6W19,Parietaria officinalis (Erba Vetriola),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F67,Parmigiano,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
698,Paroxetina (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 127,55"
5020,PAR-TEST (potere antibatterico residuo),,,,,Area 'MICROBIOLOGIA',,"€ 2,40"
538,PARVOVIRUS B19 DNA,,,,,Area 'SPECIALISTICA',,"€ 70,00"
6F35,Patata,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F54,Patata Dolce,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
108,Paul Bunnel,,,,,Area 'ANALISI',,"€ 17,59"
5F351,Pen a1 Penaeus aztecus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
IN10147,PENE - AMPUTAZIONE PENE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 549,91"
IN10148,PENE - BIOPSIA PENE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 49,93"
6C1,Penicillina G,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6C2,Penicillina V,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6M1,Penicillium Notatum,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F280,Pepe Nero,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F263,Pepe Verde,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F19,PEPERONCINO DI CAIENNA ( CAPSICUM ANNUUM),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F279,Peperoncino rosso,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
618,Peptide C,,,,,Area 'ANALISI',,"€ 12,34"
475,Peptide C Urine 24/h,,,,,Area 'SPECIALISTICA',,"€ 56,24"
6F94,Pera,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
3321,Percentuale di saturazione della Transferrina,,,,,Area 'ANALISI',,"€ 6,55"
769,PERCLOROETILENE Ematico,,,,,Area 'TOSSICOLOGIA',,"€ 14,20"
7691,PERCLOROETILENE Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 14,20"
7690,PERCLOROETILENE Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 14,20"
IN10149,PERICARDIO - BIOPSIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 129,30"
IN10151,PERITONEO - BIOPSIA DI MASSA INTRAADDOMINALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 134,70"
IN10152,PERITONEO - BIOPSIA PERITONEALE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 65,83"
IN10153,PERITONEO - OMENTECTOMIA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 108,26"
IN10154,PERITONEO - SACCO ERNIARIO,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 62,77"
6F95,Pesca,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F65,PESCE PERSICO (SEBASTES SPP),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F312,Pesce spada,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
670,Phenobarbital (Gardenale),,,,,Area 'ANALISI',,"€ 10,70"
5G205,Phl p1 Phleum pratense,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5G215,Phl p5b Phleum pratense,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5G210,Phl p7 Phleum pratense,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
6M13,Phoma Betae,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
004,Piastrine,,,,,Area 'ANALISI',,"€ 1,97"
6T16,Pino bianco (Pinus Strobus),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F253,PINOLO (PINUS PINEA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
700,Piombemia,,,,,Area 'TOSSICOLOGIA',,"€ 7,86"
7011,PIOMBO Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 7,86"
701,PIOMBO Urine Inizio Turno,,,,,Area 'TOSSICOLOGIA',,"€ 7,86"
6T14,Pioppo (Populos deltoides),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1643,Piridinolina libera urine 2 ore,,,,,Area 'SPECIALISTICA',,"€ 29,27"
1641,Piridinolina libera urine 24H,,,,,Area 'SPECIALISTICA',,"€ 29,27"
1645,Piridinolina Totale Urine 2 ore,,,,,Area 'SPECIALISTICA',,"€ 29,27"
6322,Piridinolina totale urine 24H,,,,,Area 'SPECIALISTICA',,"€ 29,27"
2960,Piruvato (Ac. Piruvico) (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 56,24"
295,Piruvatochinasi Eritrocitaria,,,,,Area 'SPECIALISTICA',,"€ 48,48"
6F12,Pisello,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F203,Pistacchio,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6M70,Pityrosporum orbiculare,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+86,Piume d'Anatra,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+201,PIUME DI CANARINO ( SERINUS CANARIA),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+85,Piume di Gallina,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+91,Piume di Pappagallino,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6E+70,Piume d'Oca,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
5W234,Pla l1 Plantago Lanceolata,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
IN10155,"PLACENTA - PLACENTA, FUNICOLO E MEMBRANE",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
073,PLASMINOGENO,,,,,Area 'ANALISI',,"€ 24,46"
Codice Analisi,Descrizione,,,,,Regola,,Importo
6T11,Platano (Platanus occidentalis),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F254,Platessa,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
IN10156,PLEURA - BIOPSIA PLEURA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10157,PLEURA - DECORTICAZIONE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
1665,PLGF PLUS,,,,,Area 'SCREENING PRENATALE',,"€ 54,60"
5I210,Pol d5 Polistes dominulus,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
1491,Polipeptide Pancreatico (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 64,11"
IN10159,POLMONE - AGOBIOPSIA PLEURICA/POLMONARE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 77,65"
IN10158,POLMONE - AGOBIOPSIA PLEUROPOLMONARE TAC,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 234,51"
IN10160,POLMONE - LOBECTOMIA POLMONARE SEMPLICE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10161,POLMONE - PNEUMECTOMIA (CON O SENZA LINFOADENECTOMIA),,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10162,POLMONE - PNEUMECTOMIA ALLARGATA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10163,POLMONE - RESEZIONE ATIPICA POLMONARE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10164,POLMONE - RESEZIONE SEGMENTARIA POLMONARE,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
6F59,Polpo,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6H1,Polvere di casa (Greer),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6K301,Polvere di grano,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F25,Pomodoro,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
6F209,POMPELMO ( CITRUS PARADISI),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
7052,Porfirine totali urine 24H,,,,,Area 'SPECIALISTICA',,"€ 34,40"
242,Potassiemia ( K ),,,,,Area 'ANALISI',,"€ 1,75"
2246,Potassio Urinario su campione estemporaneo,,,,,Area 'ANALISI',,"€ 1,75"
252,Potassio Urine 24 ore ( K ),,,,,Area 'ANALISI',,"€ 1,75"
6392,Potenziale biologico antiossidante,,,,,Area 'TOSSICOLOGIA',,"€ 23,59"
2603,Prealbumina (T.B.P.A.),,,,,Area 'ANALISI',,"€ 16,93"
2055,PREDISPOSIZIONE A MELANOMA FAMILIARE - pannello,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2059,"NGS
PREDISPOSIZIONE A POLIPOSI ADENOMATOSA",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2057,"FAMILIARE : ricerca di mutazioni nei geni APC,MUTYH
PREDISPOSIZIONE A TUMORE FAMILIARE ALLA",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2048,"PROSTATA - pannello NGS
PREDISPOSIZIONE AL CARCINOMA FAMILIARE DEL",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2092,"COLON – Pannello NGS
Predisposizione al Carcinoma Familiare del Pancreas -",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2094,"pannello NGS
PREDISPOSIZIONE ALL' IPERCOLESTEROLEMIA",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
2093,"FAMILIARE - ricerca di mutazioni in pannello di geni
PREDISPOSIZIONE ALLA SINDROME DEL RENE",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
,POLICISTICO - ricerca di mutazioni in pannello di geni,,,,,,,
8492,Predisposizione genetica a parodontite,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 60,06"
1666,PREECLAMPSIA TEST (Dosaggio PLGF Plus e sFlt-1),,,,,Area 'SCREENING PRENATALE',,"€ 54,60"
6300,Pregnandiolo Urinario (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 47,29"
6299,Pregnantriolo Urinario (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 32,10"
350,PREGNENOLONE SOLFATO (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 127,55"
6F86,Prezzemolo,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
673,Primidone (Mysoline),,,,,Area 'ANALISI',,"€ 14,09"
353,Procalcitonina,,,,,Area 'ANALISI',,"€ 44,99"
6412,Procollagene di tipo III Propeptide (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 64,11"
2113,Profilo 2 batteri in molecolare : Chlamydia t. e Neisseria g.,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 65,52"
1938,PROFILO ANA (Anticorpi Anti Antigeni Nucleo-,,,,,Area 'SPECIALISTICA',,"€ 151,79"
1939,"Citoplasmatici) Immunodot
PROFILO ANTICORPI ANTI MSA (Anticorpi miosite",,,,,Area 'SPECIALISTICA',,"€ 100,46"
,specifici),,,,,,,
2116,Profilo PID (Dolore Pelvico Cronico),,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 207,48"
620,Progesterone Plasmatico,,,,,Area 'ANALISI',,"€ 10,70"
6529,Proinsulina (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 64,11"
617,Prolattina,,,,,Area 'ANALISI',,"€ 9,61"
1367,PROLATTINA II Campione,,,,,Area 'ANALISI',,"€ 9,61"
1368,PROLATTINA III campione,,,,,Area 'ANALISI',,"€ 9,61"
1370,Prolattina IV campione,,,,,Area 'ANALISI',,"€ 9,61"
883,PROLINA Plasmatica (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
8830,PROLINA Urinaria (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 67,27"
1114,Propafenone (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 50,67"
2344,PROPEPTIDE AMINO-TERMINALE DEL PROCOLLAGENE TIPO 1 (P1NP),,,,,Area 'SPECIALISTICA',,"€ 26,50"
IN10165,PROSTATA - AGOBIOPSIA PROSTATICA,,,,,Area 'ANATOMIA PATOLOGICA',,"€ 29,58"
IN10166,"PROSTATA - PROSTATECTOMIA (ENUCLEAZIONE,",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 166,42"
IN10167,"NODULECTOMIA)
PROSTATA - PROSTATECTOMIA EXTRAFASCIALE",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 233,91"
IN10168,"ALLARGATA
PROSTATA - RESEZIONE ENDOSCOPICA",,,,,Area 'ANATOMIA PATOLOGICA',,"€ 93,35"
,TRANSURETRALE (T.U.R.P.),,,,,,,
375,Proteina 14-3-3 (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 157,14"
070,Proteina C funzionale,,,,,Area 'ANALISI',,"€ 9,61"
101,Proteina C Reattiva (P.C.R.),,,,,Area 'ANALISI',,"€ 6,23"
1010,Proteina C Reattiva ad alta sensibilita',,,,,Area 'ANALISI',,"€ 17,80"
6653,Proteina Cationica Eosinofila (ECP),,,,,Area 'ANALISI',,"€ 61,92"
369,PROTEINA LEGANTE IL RETINOLO,,,,,Area 'SPECIALISTICA',,"€ 16,06"
071,Proteina S libera,,,,,Area 'ANALISI',,"€ 20,21"
439,PROTEINA S100,,,,,Area 'SPECIALISTICA',,"€ 50,67"
2599,Proteine totali,,,,,Area 'ANALISI',,"€ 1,75"
Codice Analisi,Descrizione,,,,,Regola,,Importo
262,Proteinuria 24h,,,,,Area 'ANALISI',,"€ 6,55"
2622,Proteinuria 24h II Campione,,,,,Area 'ANALISI',,"€ 6,23"
458,PROTROMBINA FRAMMENTO 1-2 (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 44,89"
5F419,Pru p1 Prunus persica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5F420,Pru p3 Prunus persica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
5F421,Pru p4 Prunus persica,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 48,05"
6F255,Prugna,,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
8710,PSY PGx - Pannello farmacogenetica per farmaci,,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 491,40"
8497,"psichiatrici
QF-PCR (ricerca anomalie cromosomiche sui cromosomi",,,,,Area 'CITOGENETICA',,"€ 81,90"
8498,"13, 18, 21, X, Y)
QF-PCR su materiale abortivo (ricerca anomalie",,,,,Area 'CITOGENETICA',,"€ 185,64"
2083,"cromosomiche su 13, 15, 16, 18, 21, 22, X e Y)
QT LUNGO - pannello NGS per la diagnosi della sindrome",,,,,Area 'BIOLOGIA MOLECOLARE',,"€ 1.412,61"
,del QT Lungo Familiare,,,,,,,
1952,Quantiferon TB Gold Plus,,,,,Area 'QUANTIFERON',,"€ 95,66"
1956,QUANTIFERON TB GOLD PLUS,,,,,Area 'QUANTIFERON',,"€ 95,66"
6T7,Quercia (Quercus alba),,,,,Area 'ALLERGIE E INTOLLERANZE',,"€ 11,79"
1159,Quetiapina (SYNLAB),,,,,Area 'SPECIALISTICA GRUPPO',,"€ 50,67"
1418,R.O.M.A. Post-menopausa non operativa,,,,,Area 'SPECIALISTICA',,"€ 92,82"
1416,R.O.M.A. Pre-menopausa non operativa,,,,,Area 'SPECIALISTICA',,"€ 92,82"
102,RA Test,,,,,Area 'ANALISI',,"€ 6,55"
8994,Rame Urine 24h,,,,,Area 'TOSSICOLOGIA',,"€ 9,07"
7241,Rame Urine Fine Turno,,,,,Area 'TOSSICOLOGIA',,"€ 7,10"
